,Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,7 Day Total Sales ,Total Advertising Cost of Sales (ACoS) ,Total Return on Advertising Spend (RoAS),7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales ,7 Day Other SKU Sales 
4693,2020-12-04,Sticker | Multi,USD,Sticker Multi | Positive,Ad group 1,thank you sticker roll,PHRASE,thank you stickers roll 2 in,130,5,0.0384615384615385,0.586,2.93,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4694,2020-12-08,Sticker | Multi,USD,Sticker Multi | Positive,Ad group 1,thank you sticker roll,PHRASE,thank you stickers roll black,113,2,0.0176991150442478,0.58,1.16,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4695,2020-12-10,Sticker | Multi,USD,Sticker Multi | Positive,Ad group 1,thank you sticker roll,PHRASE,thank you stickers roll small business,11,1,0.0909090909090909,0.72,0.72,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4696,2020-11-29,Sticker | Multi,USD,Sticker Multi | Positive,Ad group 1,thank you sticker roll,EXACT,thank you stickers roll,182,2,0.010989010989011,0.505,1.01,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4697,2020-11-29,Sticker | Multi,USD,Sticker Multi | Positive,Ad group 1,floral stickers,PHRASE,floral stickers for labeling,2,1,0.5,0.48,0.48,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4698,2020-11-29,Sticker | Multi,USD,Sticker Multi | Positive,Ad group 1,floral stickers,PHRASE,stationary floral stickers,1,1,1.0,0.54,0.54,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4699,2020-11-29,Sticker | Multi,USD,Sticker Multi | Positive,Ad group 1,packaging stickers,PHRASE,mail packaging stickers,1,1,1.0,0.5,0.5,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4700,2020-12-05,Sticker | Multi,USD,Sticker Multi | Positive,Ad group 1,packaging stickers,PHRASE,recycled packaging stickers,1,1,1.0,0.73,0.73,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4701,2020-11-30,Sticker | Multi,USD,Sticker Multi | Positive,Ad group 1,thank you label,PHRASE,boho thank you labels,1,1,1.0,0.31,0.31,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4702,2020-12-03,Sticker | Multi,USD,Sticker Multi | Positive,Ad group 1,thank you label,PHRASE,holiday thank you labels,1,1,1.0,0.7,0.7,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4703,2020-11-30,Sticker | Multi,USD,Sticker Multi | Positive,Ad group 1,thank you label,PHRASE,personalised thank you labels,2,2,1.0,0.485,0.97,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4704,2020-11-29,Sticker | Multi,USD,Sticker Multi | Positive,Ad group 1,thank you label,PHRASE,personalized name and thank you labels,1,1,1.0,0.72,0.72,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4705,2020-12-05,Sticker | Multi,USD,Sticker Multi | Positive,Ad group 1,thank you label,PHRASE,thank you labels floral,10,1,0.1,0.53,0.53,10.79,0.0491195551436515,20.3584905660377,1,1,1.0,1,0,10.79,0.0
4706,2020-11-29,Sticker | Multi,USD,Sticker Multi | Positive,Ad group 1,thank you label,PHRASE,thank you labels oval,1,1,1.0,0.49,0.49,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4707,2020-11-29,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,stockings burlap,EXACT,stockings burlap,39,3,0.0769230769230769,0.716666666666667,2.15,15.99,0.134459036898061,7.43720930232558,1,1,0.333333333333333,1,0,15.99,0.0
4708,2020-12-19,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,stockings burlap,PHRASE,16” stocking burlap,3,1,0.333333333333333,1.21,1.21,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4709,2020-12-08,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,stockings burlap,PHRASE,6 stockings burlap,5,1,0.2,0.66,0.66,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4710,2020-11-29,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,stockings burlap,PHRASE,diy stockings burlap,1,1,1.0,0.39,0.39,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4711,2020-11-29,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,stockings burlap,PHRASE,family stockings burlap 6 pack,2,1,0.5,0.3,0.3,15.99,0.0187617260787992,53.3,1,1,1.0,1,0,15.99,0.0
4712,2020-12-12,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,stockings burlap,PHRASE,mini stocking burlap,2,1,0.5,0.41,0.41,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4713,2020-12-02,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,stockings burlap,PHRASE,stocking burlap buffalo,1,1,1.0,0.49,0.49,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4714,2020-12-06,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,diy christmas stockings,EXACT,diy christmas stockings,14,3,0.214285714285714,0.41,1.23,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4715,2020-12-07,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,EXACT,burlap stocking,115,4,0.0347826086956522,0.305,1.22,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4716,2020-11-29,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,EXACT,burlap stockings,840,24,0.0285714285714286,0.498333333333333,11.96,43.18,0.276980083371931,3.61036789297659,2,2,0.0833333333333333,2,0,43.18,0.0
4717,2020-12-05,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,10 inch burlap stocking,1,1,1.0,0.37,0.37,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4718,2020-11-29,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,"16"" burlap stocking",3,1,0.333333333333333,0.58,0.58,31.98,0.0181363352095059,55.1379310344828,1,2,1.0,2,0,31.98,0.0
4719,2020-11-30,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,18 burlap stockings,1,1,1.0,1.0,1.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4720,2020-12-14,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,18 inch burlap stockings,1,1,1.0,0.63,0.63,25.19,0.0250099245732433,39.984126984127,1,1,1.0,1,0,25.19,0.0
4721,2020-12-10,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,19 inch burlap stocking,5,1,0.2,0.75,0.75,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4722,2020-12-05,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,20 inch burlap stockings set of 6,1,1,1.0,0.43,0.43,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4723,2020-12-09,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,3 burlap stockings,2,1,0.5,0.51,0.51,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4724,2020-12-01,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,4 burlap stockings christmas,1,1,1.0,0.97,0.97,17.99,0.0539188438021123,18.5463917525773,1,1,1.0,1,0,17.99,0.0
4725,2020-12-18,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,big burlap stockings,1,1,1.0,0.39,0.39,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4726,2020-11-29,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,black iron letters for burlap stockings 2 inch,1,1,1.0,0.64,0.64,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4727,2020-12-05,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,burgundy burlap stockings,2,1,0.5,0.51,0.51,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4728,2020-12-19,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,burlap stocking,20,2,0.1,0.65,1.3,24.29,0.0535199670646357,18.6846153846154,1,1,0.5,1,0,24.29,0.0
4729,2020-12-12,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,burlap stocking 6,5,1,0.2,0.66,0.66,22.49,0.0293463761671854,34.0757575757576,1,1,1.0,1,0,22.49,0.0
4730,2020-12-17,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,burlap stocking custom,1,1,1.0,0.29,0.29,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4731,2020-12-10,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,burlap stocking set,3,1,0.333333333333333,0.5,0.5,35.98,0.0138966092273485,71.96,1,2,1.0,2,0,35.98,0.0
4732,2020-12-08,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,burlap stocking sets,3,1,0.333333333333333,0.53,0.53,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4733,2020-12-02,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,burlap stocking small,4,2,0.5,0.49,0.98,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4734,2020-12-17,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,burlap stockings,159,8,0.050314465408805,0.3425,2.74,24.29,0.112803622890078,8.86496350364963,1,1,0.125,1,0,24.29,0.0
4735,2020-12-06,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,burlap stockings 6 pack,15,1,0.0666666666666667,0.21,0.21,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4736,2020-12-02,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,burlap stockings bulk,58,5,0.0862068965517241,0.224,1.12,17.99,0.0622568093385214,16.0625,1,1,0.2,1,0,17.99,0.0
4737,2020-12-06,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,burlap stockings christmas,79,6,0.0759493670886076,0.558333333333333,3.35,17.99,0.18621456364647,5.37014925373134,1,1,0.166666666666667,1,0,17.99,0.0
4738,2020-12-18,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,burlap stockings christmas 20 inches,3,1,0.333333333333333,0.43,0.43,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4739,2020-11-29,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,burlap stockings christmas 4 pack,3,2,0.666666666666667,0.31,0.62,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4740,2020-12-10,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,burlap stockings christmas set of 2,1,1,1.0,0.44,0.44,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4741,2020-12-13,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,burlap stockings christmas set of 4,6,3,0.5,0.346666666666667,1.04,24.29,0.0428159736517085,23.3557692307692,1,1,0.333333333333333,1,0,24.29,0.0
4742,2020-11-29,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,burlap stockings christmas set of 6,171,17,0.0994152046783626,0.562352941176471,9.56,66.97,0.142750485291922,7.00523012552301,3,3,0.176470588235294,3,0,66.97,0.0
4743,2020-12-17,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,burlap stockings set,2,1,0.5,0.4,0.4,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4744,2020-11-30,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,burlap stockings set of 6,1,1,1.0,0.97,0.97,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4745,2020-12-01,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,burlap stockings single,5,1,0.2,0.8,0.8,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4746,2020-12-06,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,chevron and burlap stockings,1,1,1.0,0.17,0.17,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4747,2020-12-08,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,christmas burlap stocking ornaments,1,1,1.0,0.44,0.44,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4748,2020-12-02,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,christmas burlap stockings,6,1,0.166666666666667,0.32,0.32,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4749,2020-12-12,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,cream burlap stocking,1,1,1.0,0.41,0.41,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4750,2020-12-10,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,flaxen burlap stockings,5,1,0.2,0.53,0.53,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4751,2020-11-29,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,grey burlap stockings,3,1,0.333333333333333,0.3,0.3,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4752,2020-12-05,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,heartland burlap stocking,1,1,1.0,0.49,0.49,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4753,2020-12-17,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,kids burlap stocking,1,1,1.0,0.31,0.31,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4754,2020-12-04,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,lined burlap stocking,1,1,1.0,0.43,0.43,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4755,2020-12-01,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,mini burlap stockings,9,2,0.222222222222222,0.455,0.91,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4756,2020-12-14,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,natural burlap stocking,5,1,0.2,0.52,0.52,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4757,2020-12-04,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,quilted burlap stockings,3,1,0.333333333333333,0.69,0.69,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4758,2020-12-09,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,red burlap stocking,3,1,0.333333333333333,0.42,0.42,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4759,2020-12-12,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,red burlap stockings,4,2,0.5,0.375,0.75,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4760,2020-12-01,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,ruffled burlap stockings,3,2,0.666666666666667,0.495,0.99,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4761,2020-12-01,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,silver and burlap stocking,1,1,1.0,0.66,0.66,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4762,2020-12-03,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,small burlap stockings,16,2,0.125,0.715,1.43,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4763,2020-12-08,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,solid burlap stockings,1,1,1.0,0.44,0.44,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4764,2020-12-14,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,sunshane burlap stocking,5,1,0.2,0.75,0.75,50.38,0.0148868598650258,67.1733333333333,1,2,1.0,2,0,50.38,0.0
4765,2020-12-19,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,tartan and burlap stocking,4,1,0.25,0.52,0.52,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4766,2020-12-09,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,burlap stocking,PHRASE,white and burlap stockings,2,1,0.5,0.44,0.44,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4767,2020-12-07,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,christmas stockings burlap,EXACT,christmas stocking burlap,5,1,0.2,0.78,0.78,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4768,2020-12-08,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,christmas stockings burlap,EXACT,christmas stockings burlap,3,1,0.333333333333333,0.42,0.42,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4769,2020-12-06,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,christmas stockings burlap,PHRASE,christmas stockings burlap 6 pack,1,1,1.0,0.67,0.67,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4770,2020-11-30,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,6 pack stockings christmas,EXACT,6 pack stockings christmas,17,2,0.117647058823529,0.475,0.95,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4771,2020-12-05,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,plain christmas stockings,EXACT,plain christmas stocking,46,2,0.0434782608695652,0.23,0.46,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4772,2020-11-30,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,plain christmas stockings,EXACT,plain christmas stockings,146,8,0.0547945205479452,0.485,3.88,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4773,2020-12-13,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,large christmas stocking,EXACT,large christmas stockings,41,2,0.0487804878048781,0.215,0.43,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4774,2020-12-17,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,large christmas stocking,PHRASE,large christmas stockings 6 pack,3,1,0.333333333333333,0.34,0.34,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4775,2020-12-04,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,christmas stocking bulk,EXACT,christmas stocking bulk,395,10,0.0253164556962025,0.847,8.47,107.94,0.0784695201037614,12.7438016528926,1,6,0.1,6,0,107.94,0.0
4776,2020-12-03,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,christmas stocking bulk,EXACT,christmas stockings bulk,2620,19,0.00725190839694656,0.706842105263158,13.43,69.27,0.193879024108561,5.1578555472822,2,3,0.105263157894737,3,0,69.27,0.0
4777,2020-12-09,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,christmas stocking bulk,EXACT,christmas stockings in bulk,448,7,0.015625,0.861428571428571,6.03,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4778,2020-12-19,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,christmas stocking bulk,PHRASE,christmas stocking bulk 20 inches,2,1,0.5,0.22,0.22,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4779,2020-12-13,Christmas | Socks,USD,Christmas Socks | Positive,Ad group 1,linen stockings christmas,EXACT,linen stockings christmas,6,1,0.166666666666667,0.24,0.24,25.19,0.00952759031361651,104.958333333333,1,1,1.0,1,0,25.19,0.0
4780,2020-11-30,String | RB,USD,String RB | Positive,Ad group 1,elastic bands for sewing,PHRASE,elastic bands for sewing 1/4 inch,40,1,0.025,0.5,0.5,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4781,2020-12-01,String | RB,USD,String RB | Positive,Ad group 1,thin elastic for masks,EXACT,thin elastic for masks,277,3,0.0108303249097473,0.666666666666667,2.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4782,2020-12-03,String | RB,USD,String RB | Positive,Ad group 1,mask elastic earloop,PHRASE,face mask elastic earloop,36,1,0.0277777777777778,0.55,0.55,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4783,2020-12-05,Sticker | Christmas,USD,Sticker Christmas | Positive,Ad group 1,holiday stickers envelope,PHRASE,kraft holiday stickers for envelopes,1,1,1.0,0.47,0.47,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4784,2020-12-06,Sticker | Christmas,USD,Sticker Christmas | Positive,Ad group 1,holiday stickers envelope,PHRASE,small holiday stickers for envelopes,2,1,0.5,0.48,0.48,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4785,2020-11-29,Sticker | Christmas,USD,Sticker Christmas | Positive,Ad group 1,christmas envelope stickers,EXACT,christmas envelope stickers,2143,14,0.00653289780681288,0.448571428571429,6.28,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4786,2020-12-09,Sticker | Christmas,USD,Sticker Christmas | Positive,Ad group 1,holiday stickers for envelopes,PHRASE,200 holiday stickers for envelopes,1,1,1.0,0.76,0.76,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4787,2020-12-18,Sticker | Christmas,USD,Sticker Christmas | Positive,Ad group 1,holiday stickers for envelopes,PHRASE,cute christmas holiday stickers for envelopes,5,1,0.2,0.75,0.75,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4788,2020-12-09,Sticker | Christmas,USD,Sticker Christmas | Positive,Ad group 1,holiday stickers for envelopes,PHRASE,happy holidays stickers for envelopes,69,3,0.0434782608695652,0.753333333333333,2.26,20.68,0.109284332688588,9.15044247787611,2,2,0.666666666666667,2,0,20.68,0.0
4789,2020-12-14,Sticker | Christmas,USD,Sticker Christmas | Positive,Ad group 1,holiday stickers for envelopes,PHRASE,holiday stickers for envelopes 50,3,1,0.333333333333333,0.39,0.39,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4790,2020-12-12,Sticker | Christmas,USD,Sticker Christmas | Positive,Ad group 1,holiday stickers for envelopes,PHRASE,holiday stickers for envelopes red gold,4,1,0.25,0.74,0.74,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4791,2020-12-11,Sticker | Christmas,USD,Sticker Christmas | Positive,Ad group 1,holiday stickers for envelopes,PHRASE,snoopy holiday stickers envelope,1,1,1.0,0.57,0.57,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4792,2020-11-30,Sticker | Christmas,USD,Sticker Christmas | Positive,Ad group 1,holiday stickers for envelopes,EXACT,holiday stickers for envelopes,2448,17,0.00694444444444444,0.658235294117647,11.19,31.17,0.358999037536092,2.78552278820375,3,3,0.176470588235294,3,0,31.17,0.0
4793,2020-11-30,Sticker | Christmas,USD,Sticker Christmas | Positive,Ad group 1,envelope sticker seals,PHRASE,envelope sticker seals for the holiday,3,1,0.333333333333333,0.34,0.34,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4794,2020-12-08,Sticker | Christmas,USD,Sticker Christmas | Positive,Ad group 1,envelope sticker seals,EXACT,envelope sticker seals,1470,11,0.00748299319727891,1.28,14.08,40.46,0.347998022738507,2.87357954545455,4,4,0.363636363636364,4,0,40.46,0.0
4795,2020-11-29,Sticker | Christmas,USD,Sticker Christmas | Positive,Ad group 1,envelope sticker seals,EXACT,envelope stickers seals,770,8,0.0103896103896104,1.2375,9.9,39.26,0.252165053489557,3.96565656565657,3,4,0.375,4,0,39.26,0.0
4796,2020-12-09,Sticker | Christmas,USD,Sticker Christmas | Positive,Ad group 1,envelope sticker seals,EXACT,envelopes sticker seals,53,1,0.0188679245283019,1.01,1.01,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4797,2020-12-05,Sticker | Christmas,USD,Sticker Christmas | Positive,Ad group 1,christmas seals for envelopes,PHRASE,snowflake christmas seals for envelopes,1,1,1.0,0.56,0.56,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4798,2020-12-02,Sticker | Christmas,USD,Sticker Christmas | Positive,Ad group 1,christmas seals for envelopes,EXACT,christmas seals for envelopes,1095,11,0.0100456621004566,0.569090909090909,6.26,10.79,0.580166821130677,1.72364217252396,1,1,0.0909090909090909,1,0,10.79,0.0
4799,2020-11-29,Sticker | Christmas,USD,Sticker Christmas | Positive,Ad group 1,round christmas stickers,PHRASE,1&#34; round christmas stickers,2,1,0.5,0.34,0.34,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4800,2020-12-01,Sticker | Christmas,USD,Sticker Christmas | Positive,Ad group 1,round christmas stickers,PHRASE,2.5 round christmas stickers,1,1,1.0,0.46,0.46,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4801,2020-12-01,Sticker | Christmas,USD,Sticker Christmas | Positive,Ad group 1,round christmas stickers,PHRASE,"2.5""round christmas stickers",2,1,0.5,0.48,0.48,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4802,2020-12-01,Sticker | Christmas,USD,Sticker Christmas | Positive,Ad group 1,round christmas stickers,PHRASE,2.5x2.5 round christmas stickers,7,1,0.142857142857143,0.47,0.47,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4803,2020-12-05,Sticker | Christmas,USD,Sticker Christmas | Positive,Ad group 1,round christmas stickers,PHRASE,2” round christmas stickers,2,1,0.5,0.65,0.65,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4804,2020-12-02,Sticker | Christmas,USD,Sticker Christmas | Positive,Ad group 1,round christmas stickers,PHRASE,planning calendar round christmas stickers,1,1,1.0,0.35,0.35,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4805,2020-12-03,Sticker | Christmas,USD,Sticker Christmas | Positive,Ad group 1,round christmas stickers,PHRASE,round christmas stickers 2 inch,4,1,0.25,0.62,0.62,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4806,2020-12-03,Sticker | Christmas,USD,Sticker Christmas | Positive,Ad group 1,round christmas stickers,PHRASE,small round christmas stickers,60,2,0.0333333333333333,0.405,0.81,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4807,2020-12-05,Sticker | Christmas,USD,Sticker Christmas | Positive,Ad group 1,round christmas stickers,EXACT,round christmas stickers,259,2,0.00772200772200772,0.57,1.14,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4808,2020-12-02,Sticker | Christmas,USD,Sticker Christmas | Positive,Ad group 1,christmas stickers roll,PHRASE,christmas sticker rolls with 9 designs,1,1,1.0,0.48,0.48,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4809,2020-11-30,Sticker | Christmas,USD,Sticker Christmas | Positive,Ad group 1,christmas stickers roll,PHRASE,christmas stickers / roll / 2 designs,16,1,0.0625,0.44,0.44,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4810,2020-12-05,Sticker | Christmas,USD,Sticker Christmas | Positive,Ad group 1,christmas stickers roll,PHRASE,merry christmas stickers roll,13,2,0.153846153846154,0.39,0.78,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
